"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.70866477314454e-308,2.90799700390353,0.1,0.019,1.32415625292327e-303,0,"AC002331.1"
4.47051165226981e-296,0.573263499113972,0.559,0.501,8.82389589925015e-292,0,"PSMB9"
5.34702894768199e-295,0.757717823704721,0.474,0.388,1.05539657369347e-290,0,"ADGRE5"
1.6958894304699e-294,0.885621165084988,0.35,0.266,3.34734655786149e-290,0,"STAT4"
1.02673510914137e-290,0.878465421976872,0.341,0.257,2.02656975842324e-286,0,"GNG2"
2.4100029949951e-290,1.16118449750051,0.281,0.172,4.75686391152133e-286,0,"GABARAPL1"
1.82431899469408e-288,0.674192377218848,0.467,0.391,3.60084083172717e-284,0,"AKNA"
8.82319811696299e-283,0.650803913917223,0.365,0.318,1.74152284432616e-278,0,"GABARAPL2"
8.25096671617478e-282,0.491306269419624,0.655,0.612,1.62857581043858e-277,0,"LSP1"
6.41326286680428e-279,0.489875285201825,0.507,0.476,1.26584982464983e-274,0,"SAP18"
2.90346593614709e-278,2.02268275246809,0.135,0.041,5.73086106476712e-274,0,"FCRL6"
3.37146386402307e-278,2.53488069437988,0.1,0.021,6.65459537480874e-274,0,"A2M-AS1"
4.91601858725015e-278,0.619301914067106,0.762,0.754,9.70323748751433e-274,0,"S100A4"
1.65114833046151e-276,1.1547589998701,0.278,0.165,3.25903657466494e-272,0,"FAM46C"
3.69392832680601e-273,1.2226417249342,0.233,0.147,7.29107573144971e-269,0,"SERTAD1"
1.12435375710247e-272,0.724496646687517,0.355,0.295,2.21924944576885e-268,0,"SLC38A1"
3.52608443957106e-268,0.525013066780347,0.539,0.487,6.95978546682536e-264,0,"WIPF1"
3.99055083624118e-267,0.62785232074742,0.786,0.771,7.87654924057283e-263,0,"HSP90AA1"
1.39344937340498e-263,1.90759765724565,0.123,0.051,2.75039037322676e-259,0,"LMNB1"
2.86247504059218e-262,0.391342945408158,0.878,0.841,5.64995323512084e-258,0,"OAZ1"
2.07053623011247e-261,0.608811177538265,0.629,0.528,4.086824410996e-257,0,"YPEL5"
1.58096352337005e-260,0.524871326268881,0.603,0.55,3.1205058024278e-256,0,"CYCS"
2.78251481530229e-259,1.15111486509813,0.251,0.157,5.49212774244365e-255,0,"TMEM2"
1.26309813931412e-255,0.756698810299107,0.426,0.338,2.4931031073782e-251,0,"HERPUD1"
2.39211636891222e-254,0.401748204669781,0.864,0.829,4.72155928895894e-250,0,"RPL36AL"
2.61039742910113e-253,0.482366608467913,0.693,0.64,5.1524024455598e-249,0,"CLIC1"
3.2666425664663e-253,0.904071292794169,0.297,0.224,6.44769909769118e-249,0,"SYAP1"
1.12455175589891e-251,0.431844816276362,0.683,0.649,2.21964025579327e-247,0,"MYL12B"
1.89772745180531e-246,0.481243372245038,0.449,0.424,3.74573444437333e-242,0,"POMP"
2.45575747238499e-245,1.11085581020891,0.315,0.205,4.8471740989935e-241,0,"PMAIP1"
2.61491231197226e-243,0.499656021214605,0.634,0.59,5.16131392137085e-239,0,"IFITM2"
3.1469251895183e-240,1.57029761204592,0.235,0.127,6.21140093907122e-236,0,"XCL2"
2.40203971272452e-238,0.337653223617966,0.954,0.937,4.74114598497566e-234,0,"ATP5E"
2.92880398468477e-238,0.519488313589339,0.514,0.477,5.7808733049708e-234,0,"RHOH"
6.46308851255336e-237,0.276314193528949,0.99,0.975,1.27568441060778e-232,0,"TMSB10"
6.033116926262e-236,0.377861082756451,0.724,0.71,1.19081661890559e-231,0,"RBM39"
4.4998178330777e-233,1.398016223969,0.159,0.089,8.88174043892877e-229,0,"KPNA2"
7.3073334982635e-233,0.300321671614602,0.968,0.955,1.44232148588725e-228,0,"HLA-E"
8.07317665590641e-230,0.382766004999378,0.711,0.691,1.59348360834281e-225,0,"PSME1"
1.85321247610889e-227,0.476017619359089,0.491,0.457,3.65787078534373e-223,0,"RBM8A"
9.46329778061953e-225,0.678261421182926,0.333,0.28,1.86786571593868e-220,0,"BRD2"
1.54242923053423e-223,0.745073061317092,0.336,0.269,3.04444681522846e-219,0,"TXN"
4.51820750324599e-222,0.588895703308209,0.371,0.323,8.91803796990694e-218,0,"TMEM50A"
4.09801718414912e-221,0.369926429231247,0.664,0.646,8.08866631807353e-217,0,"COX7A2"
9.05417820482087e-220,0.64335307925025,0.499,0.397,1.78711369406754e-215,0,"LINC00152"
5.21430040994188e-216,0.504899064577769,0.501,0.453,1.02919861491433e-211,0,"RSRC2"
9.64513079923436e-216,0.354390106662609,0.931,0.903,1.90375591715288e-211,0,"CFL1"
5.55470318072039e-213,1.60862615130706,0.148,0.06,1.09638731381059e-208,0,"DTHD1"
2.36895880823074e-211,0.352404278549139,0.707,0.691,4.67585089568584e-207,0,"CHCHD2"
2.42024027030671e-211,0.783797563343141,0.273,0.224,4.77707024553139e-207,0,"CLDND1"
4.1025212555986e-211,0.834902354453348,0.381,0.269,8.09755645430052e-207,0,"CD27"
1.03815931618699e-209,1.50519123862482,0.147,0.069,2.04911885828988e-205,0,"HLA-DMA"
1.38537654682238e-209,1.36447991934051,0.171,0.091,2.73445622811801e-205,0,"TNIP3"
3.96926685168198e-208,0.583662021518441,0.365,0.315,7.8345389118499e-204,0,"ANXA6"
6.46039391157375e-207,0.781291918174796,0.339,0.257,1.27515255026643e-202,0,"PLP2"
6.80899400576561e-207,1.08793178109224,0.225,0.142,1.34395923685802e-202,0,"NAMPT"
1.08936974593863e-205,0.650238056581183,0.331,0.278,2.15019800453366e-201,0,"CNN2"
9.71799927883417e-205,0.755780495618445,0.251,0.203,1.91813869765629e-200,0,"HN1"
2.00118896491239e-203,0.396342318461165,0.614,0.589,3.94994677894408e-199,0,"PPP2R5C"
4.14055837520431e-203,0.393418228699091,0.483,0.466,8.17263412097827e-199,0,"ARF1"
1.19849750210853e-202,0.540763786794104,0.51,0.347,2.36559436966182e-198,0,"CD8A"
1.28305747881818e-202,0.529703390021797,0.481,0.441,2.53249885169133e-198,0,"EZR"
1.56204755845597e-201,0.34165876765712,0.595,0.59,3.08316947088038e-197,0,"SSR4"
2.20952622941584e-201,0.482294438234437,0.491,0.453,4.36116287162099e-197,0,"HMGB2"
7.0967410919884e-200,0.946623811394441,0.2,0.142,1.40075475673667e-195,0,"NAA50"
9.83062920850366e-200,0.548021028362718,0.509,0.438,1.94036959317445e-195,0,"ARL4C"
8.60748422904921e-199,0.564523259517558,0.647,0.609,1.69894523712973e-194,0,"SAT1"
1.32201653113748e-198,0.386661930307223,0.465,0.453,2.60939622915916e-194,0,"TRMT112"
2.81162960299597e-195,0.411440677772713,0.617,0.585,5.54959451039345e-191,0,"LEPROTL1"
4.79099472505684e-195,1.83858959607374,0.112,0.038,9.4564653883172e-191,0,"PLEK"
3.019255833402e-193,0.329158192170571,0.425,0.43,5.95940716396886e-189,0,"COPE"
7.56781834804394e-193,0.382859518979701,0.541,0.522,1.49373598553691e-188,0,"CDC42SE2"
3.07943453263203e-190,0.617730093277697,0.356,0.302,6.0781878805091e-186,0,"CNOT6L"
1.10570342356996e-189,1.01285503081615,0.187,0.131,2.18243741744239e-185,0,"CCDC167"
1.54925072140195e-189,0.424759454305976,0.347,0.337,3.05791107390317e-185,0,"KRTCAP2"
3.15613081423478e-189,0.368348796989251,0.55,0.538,6.22957100113661e-185,0,"KMT2E"
4.325939950155e-188,0.30556779676015,0.526,0.536,8.53854027361595e-184,0,"NDUFS5"
